,FIPS,POPESTIMATE2019,Minority_Pct
2443,47033,14230,0.26389188412048015
2444,47035,60520,0.06991577397988391
2445,47037,694144,0.44038140257360125
2446,47039,11663,0.07608220376038477
2447,47041,20490,0.11538844621513944
2448,47043,53948,0.12346497284359759
2449,47045,37159,0.22254830031792616
2450,47047,41133,0.3365801381281257
2451,47049,18523,0.04629779869111361
2452,47051,42208,0.1290036003179501
2453,47053,49133,0.24091296674532514
2454,47055,29464,0.17056613721742564
2455,47057,23320,0.06770944021762226
2456,47059,69069,0.08996179724027831
2457,47061,13427,0.06341932145760953
2458,47063,64934,0.20552256624133702
2459,47065,367804,0.3042104602042014
2460,47067,6620,0.04067847493245269
2461,47069,25050,0.4472940067551645
2462,47071,25652,0.08806977004211547
2463,47073,56786,0.06299254244459729
2464,47075,17304,0.5692454097626511
2465,47077,28117,0.13515552043675028
2466,47079,32345,0.1450355601105624
2467,47081,25178,0.1032698094282849
2468,47083,8201,0.08764940239043828
2469,47085,18582,0.09057398630858349
2470,47087,11786,0.06490488077816992
2471,47089,54495,0.09366713603862264
2472,47091,17788,0.0955538221528861
2473,47093,470313,0.20765557831267445
2474,47095,7016,0.31120628122769456
2475,47097,25633,0.39768524042477027
2476,47099,44142,0.07794560565230191
2477,47101,12268,0.07375615959306947
2478,47103,34366,0.14507772020725385
2479,47105,54068,0.1372481142732208
2480,47107,53794,0.12598543434191756
2481,47109,25694,0.11145905822315005
2482,47111,24602,0.09601046954314718
2483,47113,97984,0.45104884490452624
2484,47115,28907,0.1028192946561709
2485,47117,34375,0.16358762165627372
2486,47119,96387,0.22913819399053226
2487,47121,12422,0.06772221351308982
2488,47123,46545,0.09885405405405401
2489,47125,208993,0.373946353189227
2490,47127,6488,0.06670793994737656
2491,47129,21403,0.09056334680294742
2492,47131,30069,0.18767661675382463
2493,47133,22241,0.05237439474034922
2494,47135,8076,0.07387042792254361
2495,47137,5048,0.03439312137572481
2496,47139,16832,0.06349749202006383
2497,47141,80245,0.14919728504520746
2498,47143,33167,0.1181320352905385
2499,47145,53382,0.09252115946371053
2500,47147,71813,0.19691496229550975
2501,47149,332285,0.3375218896235863
2502,47151,22068,0.03656750572082379
2503,47153,15026,0.07841526601794513
2504,47155,98250,0.12933523073795483
2505,47157,937166,0.6492830284465401
2506,47159,20157,0.08601286173633438
2507,47161,13715,0.08742769275829243
2508,47163,158348,0.08704943634098994
2509,47165,191283,0.19464950759370492
2510,47167,61599,0.2553714941774643
2511,47169,11284,0.2352130865260439
2512,47171,17883,0.08601070950468537
2513,47173,19972,0.05211594788405216
2514,47175,5872,0.04507133592736701
2515,47177,41277,0.15039191268038976
2516,47179,129375,0.14287862497274462
2517,47181,16673,0.10085017249876782
2518,47183,33328,0.14555346179563555
2519,47185,27345,0.08529852656210013
2520,47187,238412,0.17812421788589006
2521,47189,144657,0.18245260158254195
2522,48001,57735,0.39708573598977936
2523,48003,18705,0.41380977968833965
2524,48005,86715,0.3646970310781874
2525,48007,23510,0.2448174569869912
2526,48009,8553,0.11787383177570099
2527,48011,1887,0.10930735930735935
2528,48013,51153,0.42420530409750723
2529,48015,30032,0.33158749627075945
2530,48017,7000,0.5150637311703361
2531,48019,23112,0.1794158553546592
2532,48021,88723,0.42674045424621465
2533,48023,3509,0.12380952380952381
2534,48025,32565,0.5056849293007376
2535,48027,362924,0.5132133809257866
2536,48029,2003554,0.5422694398713199
2537,48031,11931,0.18630209249164764
2538,48033,654,0.08716323296354989
2539,48035,18685,0.20575815738963532
2540,48037,93245,0.3812020281399029
2541,48039,374264,0.48866626705839034
2542,48041,229211,0.4004421656710099
2543,48043,9203,0.3284098051539912
2544,48045,1546,0.181184668989547
2545,48047,7093,0.5881854154889768
2546,48049,37864,0.23018768867305417
2547,48051,18443,0.3111892075728375
2548,48053,48155,0.22969672297984933
2549,48055,43664,0.48492905869276204
2550,48057,21290,0.43519347458470103
2551,48059,13943,0.11336445871024214
2552,48061,423163,0.6135381706676928
2553,48063,13094,0.4024390243902439
2554,48065,5926,0.12708799724470465
2555,48067,30026,0.24520278343993818
